"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Cond","Foundation","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Functional","Fireplaces","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude","Log_Sale_Price","dist_HS","dist_MS","dist_PreSch","dist_ES_Sawyer","dist_ES_Mitchell","dist_ES_Meeker","dist_ES_Fellows","dist_ES_Edwards"
"2113","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,9317,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1290,1314,"GasA","Good","Y","SBrkr",1314,0,1314,0,0,2,0,3,1,6,"Typ",1,"Attchd","RFn",2,440,"Typical","Paved",0,22,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",176432,-93.688931,42.023226,5.24657735723025,4796.17222311046,1818.54506036107,6547.21952479176,1541.18328529555,8140.47024726092,6489.92024844391,5485.65529110268,912.49516594268
"2114","Two_Story_1946_and_Newer","Residential_Low_Density",0,14364,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","Inside","Mod","Sawyer_West","Norm","Norm","OneFam","Two_Story","Average",1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",128,"Typical","CBlock","Typical","Gd","GLQ",3,"Unf",0,92,1157,"GasA","Excellent","Y","SBrkr",1180,882,2062,1,0,2,1,3,1,7,"Typ",1,"Attchd","Fin",2,454,"Typical","Paved",60,55,0,0,154,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",277000,-93.685142,42.029694,5.44247976906445,4260.17128658559,2140.37495569467,5958.44771508866,815.747328058529,8221.88223054565,5999.70845870086,4941.06840498219,1584.66527102455
"2115","Two_Story_1946_and_Newer","Residential_Low_Density",0,8883,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Average",1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,"Typical","PConc","Typical","No","GLQ",3,"LwQ",321,0,929,"GasA","Excellent","Y","SBrkr",946,927,1873,1,0,2,1,3,1,7,"Typ",1,"Attchd","RFn",2,619,"Typical","Paved",108,48,0,0,144,0,"No_Pool","Good_Privacy","None",0,5,2007,"WD ","Normal",207000,-93.684944,42.029803,5.31597034545692,4241.12227347688,2141.99506316595,5938.67045676616,795.375967379615,8214.51536187447,5981.14196550536,4921.84533611869,1597.10071084808
"2116","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,159000,"Pave","No_Alley_Access","Moderately_Irregular","Low","AllPub","CulDSac","Sev","Clear_Creek","Norm","Norm","OneFam","One_and_Half_Fin","Good",1958,2006,"Gable","CompShg","Wd Sdng","HdBoard","BrkCmn",472,"Typical","CBlock","Typical","Gd","Rec",6,"Unf",0,747,1444,"GasA","Good","Y","SBrkr",1444,700,2144,0,1,2,0,4,1,7,"Typ",2,"Attchd","Fin",2,389,"Typical","Paved",0,98,0,0,0,0,"No_Pool","No_Fence","Shed",500,6,2007,"WD ","Normal",277000,-93.682439,42.027956,5.44247976906445,4105.14141294776,1859.45472191686,5832.52422784032,797.273710500784,7929.779939837,5827.09173024502,4791.32383807646,1412.43642316445
"2117","Two_Story_1946_and_Newer","Residential_Low_Density",0,53107,"Pave","No_Alley_Access","Moderately_Irregular","Low","AllPub","Corner","Mod","Clear_Creek","Feedr","Norm","OneFam","Two_Story","Average",1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,595,1580,"GasA","Excellent","Y","SBrkr",1079,874,1953,1,0,2,1,3,1,9,"Typ",2,"Attchd","Fin",2,501,"Typical","Paved",216,231,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",240000,-93.679216,42.027969,5.38021124171161,3853.99085434958,1744.58989195994,5591.91281807469,684.073579086809,7705.53996575567,5569.16548880117,4541.60414624107,1483.43517857179
"2118","Two_Story_1946_and_Newer","Residential_Low_Density",0,12205,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","Inside","Gtl","Clear_Creek","Norm","Norm","OneFam","Two_Story","Very_Good",1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"Typical","CBlock","Fair","Gd","LwQ",4,"Unf",0,264,832,"GasA","Good","Y","SBrkr",976,1111,2087,0,0,2,1,5,1,9,"Typ",0,"Attchd","Fin",2,444,"Typical","Paved",133,168,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",187500,-93.6825099,42.024734,5.27300127206374,4242.19160927052,1561.19961268782,5999.2679567345,1115.54353744621,7751.45111729841,5933.03193849342,4932.01919894177,1059.68348221248
"2119","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",155,20064,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","Inside","Sev","Clear_Creek","Norm","Norm","OneFam","One_Story","Above_Average",1976,1976,"Shed","WdShngl","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Good","Gd","LwQ",4,"GLQ",915,0,966,"GasA","Excellent","Y","SBrkr",1743,0,1743,2,0,0,1,0,1,5,"Typ",2,"Attchd","Fin",2,529,"Typical","Paved",646,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",279000,-93.683612,42.024305,5.4456042032736,4344.85414445853,1579.97267461626,6102.1535522643,1197.7301726204,7807.58240514281,6034.46252992886,5034.71574829667,995.662332244263
"2120","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,14217,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","ALQ",1,"Unf",0,472,1022,"GasA","Good","Y","SBrkr",1022,0,1022,0,1,1,0,3,1,6,"Typ",0,"Detchd","Unf",2,747,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",139500,-93.691971,42.022228,5.14457420760962,5071.00070063301,1967.83779152514,6821.56705690715,1791.12983096159,8317.76974162965,6763.34538171049,5760.50090179648,928.950232201639
"2121","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8775,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,495,990,"GasA","Good","Y","SBrkr",990,0,990,0,0,1,0,3,1,5,"Typ",0,"Attchd","Unf",1,299,"Typical","Paved",0,64,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",126000,-93.692069,42.021324,5.10037054511756,5118.7293749892,1926.97693033665,6875.37655198184,1870.80512877567,8282.69646445105,6802.98384410291,5808.66585878526,854.586894033792
"2122","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",105,11249,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","PConc","Good","No","ALQ",1,"BLQ",544,322,1200,"GasA","Excellent","Y","SBrkr",1200,0,1200,1,0,2,0,3,1,6,"Typ",0,"Attchd","RFn",2,521,"Typical","Paved",0,26,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",177500,-93.688862,42.02121,5.24919835739111,4883.30066540381,1688.68394317829,6648.44729068965,1716.95956239549,8036.8906790131,6556.9162188994,5573.53829581091,701.205152533684
"2123","Two_Story_1946_and_Newer","Residential_Low_Density",57,10021,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Above_Average",1997,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","PConc","Typical","No","GLQ",3,"Unf",0,96,635,"GasA","Excellent","Y","SBrkr",646,662,1308,1,0,2,1,3,1,6,"Typ",0,"Attchd","RFn",2,497,"Typical","Paved",142,54,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",175000,-93.690402,42.020966,5.24303804868629,5010.02915171494,1786.31429597421,6773.0282597014,1813.86171162193,8140.78992903034,6685.97977721575,5700.22665574992,739.464629111828
"2124","Two_Story_1946_and_Newer","Residential_Low_Density",0,9531,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","Mn","GLQ",3,"Unf",0,88,794,"GasA","Excellent","Y","SBrkr",882,914,1796,1,0,2,1,3,1,7,"Typ",0,"Attchd","RFn",2,546,"Typical","Paved",0,36,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2007,"WD ","Normal",211000,-93.690545,42.020912,5.32428245529769,5023.28888197256,1793.96837209653,6786.28739186779,1825.83277996337,8149.01855470406,6699.13753148732,5713.48705784382,741.215192716384
"2125","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,8428,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Good",1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","PConc","Good","No","GLQ",3,"Unf",0,570,990,"GasA","Excellent","Y","SBrkr",990,0,990,1,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",1,384,"Typical","Paved",256,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",146000,-93.692286,42.019032,5.16435285578444,5244.17914388518,1841.76049403332,7014.20856257923,2079.53430538421,8196.27661321345,6906.64692704293,5934.40133146828,694.580994139984
"2126","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,16561,"Pave","No_Alley_Access","Moderately_Irregular","Low","AllPub","Inside","Mod","College_Creek","Norm","Norm","OneFam","One_Story","Average",1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","ALQ",1,"Unf",0,548,1097,"GasA","Excellent","Y","SBrkr",1097,0,1097,1,0,1,1,3,1,6,"Typ",0,"Attchd","Unf",1,242,"Typical","Paved",306,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,7,2007,"WD ","Normal",147900,-93.692696,42.019083,5.16996817399689,5272.00407000134,1875.59960680558,7040.87027669351,2095.75458248231,8229.72057472837,6936.33232689744,5962.2465584423,725.783338219909
"2127","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,8070,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,402,990,"GasA","Excellent","Y","SBrkr",990,0,990,1,0,1,0,3,1,5,"Typ",0,"No_Garage","No_Garage",0,0,"No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",123600,-93.692415,42.019028,5.0920184707528,5253.92168726419,1851.65373805369,7023.69514345032,2086.36103836254,8205.92980057213,6916.775569354,5944.14903532834,703.103466993325
"2128","Two_Story_1946_and_Newer","Residential_Low_Density",69,9337,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","PConc","Typical","No","GLQ",3,"Unf",0,176,824,"GasA","Excellent","Y","SBrkr",905,881,1786,1,0,2,1,3,1,7,"Typ",0,"Attchd","RFn",2,684,"Typical","Paved",0,162,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",204750,-93.690633,42.018378,5.31122391043246,5156.02665898193,1688.63155824638,6932.84233642283,2060.44463848622,8042.01909456468,6805.82390743685,5845.90846814665,541.132334536715
"2129","Two_Story_1946_and_Newer","Residential_Low_Density",47,10820,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,646,988,"GasA","Excellent","Y","SBrkr",988,885,1873,0,0,2,1,3,1,7,"Typ",1,"Attchd","RFn",2,597,"Typical","Paved",202,123,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",235500,-93.688952,42.017907,5.37199091146492,5059.07157311324,1540.11657678529,6841.28879803209,2033.92230482217,7893.54576429796,6697.03732477463,5748.33705349127,400.625061205028
"2130","Two_Story_1946_and_Newer","Residential_Low_Density",43,12352,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",290,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,215,853,"GasA","Excellent","Y","SBrkr",853,900,1753,1,0,2,1,3,1,7,"Typ",1,"Attchd","RFn",2,534,"Typical","Paved",0,74,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",217000,-93.68892,42.017826,5.33645973384853,5061.17462314929,1534.71638053215,6843.79490905763,2040.54889922937,7887.60551330231,6698.08182071017,5750.37627650839,392.583162098853
"2131","Two_Story_1946_and_Newer","Residential_Low_Density",68,9543,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,845,845,"GasA","Excellent","Y","SBrkr",845,845,1690,0,0,2,1,3,1,7,"Typ",0,"Attchd","RFn",2,517,"Typical","Paved",0,103,0,0,0,0,"No_Pool","No_Fence","None",0,2,2007,"WD ","Normal",190550,-93.689344,42.016896,5.28000895310819,5142.99098902786,1538.86512778484,6928.57533221234,2148.27876487254,7880.52325203628,6770.99158363193,5831.61992990088,363.254330185685
"2132","Two_Story_1946_and_Newer","Residential_Low_Density",0,8826,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",144,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,144,985,"GasA","Excellent","Y","SBrkr",985,857,1842,1,0,2,1,3,1,7,"Typ",1,"Attchd","Fin",2,486,"Typical","Paved",193,96,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",217500,-93.689518,42.016829,5.33745926129066,5159.18081656488,1550.96739511166,6944.72136547535,2161.67157990244,7891.07505928935,6787.16220704539,5847.81587519084,373.122335586581
"2133","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",72,10665,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,440,1453,"GasA","Excellent","Y","SBrkr",1479,0,1479,1,0,2,0,3,1,7,"Typ",0,"Attchd","RFn",2,558,"Typical","Paved",144,29,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",226000,-93.691469,42.016297,5.3541084391474,5328.53866579839,1695.79657142404,7112.77009973015,2293.41408160069,8019.44576580319,6958.76162393141,6017.40759796363,510.51649494003
"2134","Two_Story_1946_and_Newer","Residential_Low_Density",72,11317,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",101,"Typical","PConc","Typical","No","Unf",7,"Unf",0,840,840,"GasA","Excellent","Y","SBrkr",840,828,1668,0,0,2,1,3,1,8,"Typ",0,"Attchd","RFn",2,500,"Typical","Paved",144,68,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"WD ","Normal",180000,-93.692052,42.016214,5.25527250510331,5374.98773860512,1741.51352421818,7158.53800017349,2326.63232259259,8061.13849695987,7006.6906533907,6063.97500408286,556.525640015421
"2135","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",97,11800,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1974,1974,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","Av","BLQ",2,"Unf",0,201,864,"GasA","Typical","Y","SBrkr",894,0,894,0,0,1,0,3,1,5,"Typ",0,"Attchd","Unf",2,440,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Family",131000,-93.684962,42.021992,5.11727129565576,4555.13056103674,1476.03241422883,6324.85093517758,1477.96733860986,7785.57216056331,6224.01067522095,5245.37830818128,728.040620542775
"2136","Split_or_Multilevel","Residential_Low_Density",59,8660,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","SLvl","Average",1976,1976,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"Good","CBlock","Typical","Av","GLQ",3,"Unf",0,513,1015,"GasA","Typical","Y","SBrkr",1025,0,1025,0,0,2,0,3,1,6,"Typ",1,"Detchd","Unf",2,370,"Typical","Paved",127,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",153500,-93.686678,42.021386,5.18610837981321,4712.24242366012,1547.51730701443,6481.52083276203,1604.140304212,7882.56779443651,6380.45406933245,5402.49165005943,668.092788043783
"2137","Split_or_Multilevel","Residential_Low_Density",72,9720,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","SLvl","Good",1977,1977,"Gable","CompShg","Plywood","VinylSd","BrkFace",51,"Typical","CBlock","Excellent","Av","ALQ",1,"Unf",0,240,995,"GasA","Typical","Y","SBrkr",1009,0,1009,0,0,2,0,3,1,6,"Typ",1,"Detchd","Unf",2,576,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2007,"WD ","Normal",160000,-93.6874333,42.0218643,5.20411998265593,4745.32214780512,1629.22721451334,6509.78719339539,1590.88029811361,7962.07684988894,6421.16208048971,5435.54204662687,732.486902871595
"2138","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",45,8982,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1977,1977,"Gable","CompShg","CemntBd","CmentBd","None",0,"Typical","CBlock","Typical","Av","ALQ",1,"Unf",0,501,1040,"GasA","Typical","Y","SBrkr",1040,0,1040,0,0,1,1,3,1,5,"Typ",0,"Detchd","Unf",2,748,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2007,"WD ","Normal",134900,-93.687734,42.022239,5.1300119496719,4750.1967914421,1673.69759216476,6511.435161741,1569.7411900468,8002.82627690511,6430.85370389642,5440.31797996598,778.930635803192
"2139","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",39,16300,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Below_Average",1977,1977,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","Av","Rec",6,"BLQ",417,399,876,"GasA","Typical","Y","SBrkr",907,0,907,1,0,1,0,3,1,5,"Typ",0,"Attchd","RFn",1,308,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2007,"WD ","Normal",130000,-93.684837,42.01972,5.11394335230684,4663.54296797002,1318.15403688299,6445.705446504,1704.60552080724,7665.06908338705,6305.43692226401,5352.88995705184,476.501436881266
"2140","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,9675,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Above_Average",1975,1975,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","No","BLQ",2,"Rec",432,102,864,"GasA","Typical","Y","SBrkr",879,0,879,0,0,1,0,3,1,5,"Typ",0,"Attchd","Unf",2,440,"Typical","Paved",0,80,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"Con","Normal",120000,-93.684993,42.021163,5.07918124604763,4598.99780744907,1420.26006662747,6373.502414027,1562.36568895796,7746.54132984915,6258.5794302485,5289.09381288127,635.746755764999
"2141","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,7700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","LwQ",4,"Rec",468,276,882,"GasA","Typical","Y","SBrkr",882,0,882,1,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",2,461,"Typical","Paved",96,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,3,2007,"WD ","Normal",112500,-93.683235,42.021056,5.05115252244738,4475.91637643099,1299.75425440078,6254.94014590348,1518.37717758735,7611.11129622658,6127.21062376473,5165.68536903926,648.165487284972
"2142","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",120,10356,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Above_Average",1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","Av","BLQ",2,"Unf",0,253,969,"GasA","Typical","Y","SBrkr",969,0,969,0,0,1,1,3,1,5,"Typ",0,"Attchd","Unf",2,440,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2007,"WD ","Normal",122000,-93.684354,42.021025,5.08635983067475,4559.23302016414,1369.05298837777,6335.9385275893,1555.09402335594,7692.36507172323,6214.71710359676,5249.19338048606,625.503809365119
"2143","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",1972,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,193,864,"GasA","Good","Y","SBrkr",864,0,864,1,0,1,0,3,1,5,"Typ",0,"Detchd","Fin",2,576,"Excellent","Paved",155,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"WD ","Normal",127000,-93.683158,42.020861,5.10380372095596,4480.64534427646,1280.81831383164,6260.82769358887,1536.74131904767,7595.68748557538,6129.23458545253,5170.28770182482,629.178785648744
"2144","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Very_Good",1972,2006,"Gable","CompShg","Plywood","Plywood","None",0,"Good","CBlock","Typical","No","Rec",6,"Unf",0,0,385,"GasA","Good","Y","SBrkr",875,0,875,0,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",2,728,"Typical","Paved",352,0,0,0,0,0,"No_Pool","No_Fence","None",0,10,2007,"WD ","Normal",117000,-93.683169,42.021737,5.06818586174616,4435.66438343061,1346.49185896389,6211.16383797489,1445.28345478599,7640.61737064423,6094.88195380127,5125.72035189374,722.702222891548
"2145","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10386,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",2004,2005,"Gable","CompShg","CemntBd","CmentBd","Stone",246,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,536,2000,"GasA","Excellent","Y","SBrkr",2000,0,2000,1,0,2,0,3,1,8,"Typ",0,"Attchd","Fin",3,888,"Typical","Paved",168,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",305900,-93.687856,42.018518,5.48557947698468,4946.7787602495,1479.29907136789,6728.42100759693,1931.1352834268,7837.08599449863,6587.2277451234,5636.14956667275,396.410061654427
"2146","Two_Story_1946_and_Newer","Residential_Low_Density",0,9375,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",149,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1284,1284,"GasA","Excellent","Y","SBrkr",1284,885,2169,0,0,2,1,3,1,7,"Typ",1,"Attchd","RFn",2,647,"Typical","Paved",192,87,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",228500,-93.686575,42.018424,5.35888620440587,4859.63602073832,1377.75909487991,6644.09635490465,1894.05035980764,7735.88131442035,6493.50980860075,5548.55429268649,343.963892918469
"2147","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11354,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,261,1673,"GasA","Excellent","Y","SBrkr",1673,0,1673,1,0,2,0,3,1,7,"Typ",1,"Attchd","RFn",2,583,"Typical","Paved",306,113,0,0,116,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Normal",270000,-93.682805,42.018849,5.43136376415899,4566.93183667621,1124.28956653708,6356.4303082868,1741.70461579083,7471.73068682383,6188.36980397904,5254.68125625958,434.035778622647
